"ReachID";"X";"Y";"MonitoringProgram";"Watershed";"currentms";"tempmaxC";"orgmicropollTU";"saprowqclass";"shade";"Lit_Inp";"C_P";"C_N";"Occurrence.Chironomidae";"Occurrence.Simuliidae";"Occurrence.Limoniidae";"Occurrence.Baetisrhodani";"Occurrence.Baetisalpinus";"Occurrence.Empididae";"Occurrence.Ceratopogonidae";"Occurrence.Elmidae";"Occurrence.Nemouramortoni";"Occurrence.Baetismuticus";"Occurrence.Drususdiscolor";"Occurrence.Protonemuralateralis";"Occurrence.Athericidae";"Occurrence.Gammaridae";"Occurrence.Rhyacophilatristis";"Occurrence.Planariidae";"Occurrence.Leuctrabraueri";"Occurrence.Nemouraminima";"Occurrence.Hydraenidae";"Occurrence.Ecdyonurushelveticus";"Occurrence.Sericostoma";"Occurrence.Habroleptoidesconfusa";"Occurrence.Scirtidae";"Occurrence.Brachypterarisi";"Occurrence.Sphaeriidae";"Occurrence.Blephariceridae";"Occurrence.Odontocerumalbicorne";"Occurrence.Leuctranigra";"Occurrence.Tipulidae";"Occurrence.Drususannulatus";"Occurrence.Dixidae";"Occurrence.Drususbiguttatus";"Occurrence.Metanoeaflavipennis";"Occurrence.Ecdyonurusvenosus";"Occurrence.Habrophlebialauta";"Occurrence.Stratiomyidae";"Occurrence.Potamophylaxcingulatus";"Occurrence.Protonemuraintricata";"Occurrence.Centroptilumluteolum";"Occurrence.Hydropsychesiltalai";"Occurrence.Epeorusassimilis";"Occurrence.Baetislutheri";"Occurrence.Rhithrogenapicteti";"Occurrence.Dugesiidae";"Occurrence.Paraleptophlebiasubmarginata";"Occurrence.Dytiscidae";"Occurrence.Lymnaeidae";"Occurrence.Habroleptoidesauberti";"Occurrence.Isoperlagrammatica";"Occurrence.Capnioneuranemuroides";"Occurrence.Melampophylaxmucoreus";"Occurrence.Ecclisopteryxmadida";"Occurrence.Nemouraflexuosa";"Occurrence.Chaetopteryxvillosa";"Occurrence.Ephemeradanica";"Occurrence.Erpobdellidae";"Occurrence.Allogamusauricollis";"Occurrence.Serratellaignita";"Occurrence.Hydroptila";"Occurrence.Glossiphoniidae";"Occurrence.Ecdyonurustorrentis";"Occurrence.Rhithrogenasemicolorata";"Occurrence.Gyrinidae";"Occurrence.Caenismacrura";"Occurrence.Torleyamajor";"Occurrence.Psychomyiapusilla";"Occurrence.Hydropsycheincognita";"Occurrence.Protonemurameyeri";"Occurrence.Baetisvardarensis";"Occurrence.Caenisluctuosa";"Occurrence.Hydropsycheangustipennis";"Occurrence.Gomphidae";"Occurrence.Besdolusimhoffi";"Occurrence.Cheumatopsychelepida";"Occurrence.Micrasemasetiferum";"Occurrence.Nemouraavicularis";"Occurrence.Ithytrichia";"Occurrence.Leuctramajor";"Occurrence.Philopotamusludificatus";"Occurrence.Metanoearhaetica";"Occurrence.Rhithrogenaputhzi";"Occurrence.Epeorusalpicola";"Occurrence.Protonemuranimborum";"Occurrence.Chloroperlasusemicheli";"Occurrence.Leuctrahippopus";"Occurrence.Hydropsychetenuis";"Occurrence.Amphinemurasulcicollis";"Occurrence.Cryptothrixnebulicola";"Occurrence.Isoperlarivulorum";"Occurrence.Rhyacophilapraemorsa";"Occurrence.Rhyacophilapubescens";"Occurrence.Cordulegastridae";"Occurrence.Electrogenaujhelyii";"Occurrence.Siphonoperlatorrentium";"Occurrence.Sialidae";"Occurrence.Nemouramarginata";"Occurrence.Rhithrogenaloyolaea";"Occurrence.Protonemurabrevistyla";"Occurrence.Rhyacophilaintermedia";"Occurrence.Rhithrogenaalpestris";"Occurrence.Ecdyonuruspicteti";"Occurrence.Drususmelanchaetes";"Occurrence.Rhithrogenadegrangei";"Occurrence.Leuctraschmidi";"Occurrence.Dictyogenusalpinus";"Occurrence.Drususmuelleri";"Occurrence.Rhyacophilaglareosa";"Occurrence.Drususnigrescens";"Occurrence.Hydropsycheinstabilis";"Occurrence.Melampophylaxmelampus";"Occurrence.Tinodesunicolor";"Occurrence.Potamopyrgusantipodarum";"Occurrence.Rhyacophilahirticornis";"Occurrence.Thaumaleidae";"Occurrence.Rhithrogenagrischuna";"Occurrence.Rhyacophilarectispina";"Occurrence.Drususalpinus";"Occurrence.Isoperlacarbonaria";"Occurrence.Catagapetusnigrans";"Occurrence.Leuctraarmata"
"R84K445P0GERh";488869;119400;"Other programs";"RhoneLeman";0.140064088266397;17.9050312269788;-0.613471377870336;1;0.269427;152.230688466749;0.029228087372194;2.45634920479404;1;1;0;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA
"R91K372P0GERh";488559;117910;"Other programs";"RhoneLeman";0.277900323669819;16.7432950672177;-1.02223975026382;1;0.6;443.806529790561;0.0164250795796991;1.52222927432101;1;0;1;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;1;1;0;0;NA;1;NA;0;0;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"R85K82P0GERh";488204;115085;"Other programs";"RhoneLeman";0.382445355173749;17.0595617961558;-0.539575165359079;1;0.5962026;466.139376252815;0.0128036710784302;1.28199524767125;1;0;0;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;1;0;0;NA;0;NA;0;1;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"R85K1700P0GERh";488469;116280;"Other programs";"RhoneLeman";0.349639760610893;16.9776735322084;-0.520832185133395;1;0.5942676;529.678342244651;0.0120771226572279;1.22188300585193;1;0;0;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;1;0;0;NA;0;NA;0;1;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"R91K156P0GERh";486714;117735;"Other programs";"RhoneLeman";0.157735039079661;14.5790122788878;-4;1;0.6;522.992797882381;0.00347168812444113;0.566580582632538;1;0;1;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;1;1;0;0;0;NA;1;NA;0;0;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA
"R94K42P0GERh";488354;118500;"Other programs";"RhoneLeman";0.278641703088992;15.9636112922763;-0.590656873367252;2;0.5961906;593.752368270262;0.0455390839119699;3.65024188625133;1;0;0;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;1;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R187K59P0GERh";489609;115960;"Other programs";"RhoneLeman";0.0635307567118165;14.7854175574475;-0.931546673989018;1;0.5333334;503.155832453544;0.00429123085773609;0.626667067107883;1;0;0;0;0;0;1;0;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;1;0;0;NA;0;NA;1;0;NA;NA;NA;NA;NA;1;1;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"R84K11P0GERh";490029;120710;"Other programs";"RhoneLeman";0.0760697110712156;17.0099187857726;-0.483210386574623;2;0.6;515.19827531251;0.0483833396075887;3.8597485616503;1;0;0;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R95K116P0GERh";488529;119175;"Other programs";"RhoneLeman";0.15893866740161;15.8471712659029;-0.517127005257934;2;0.6;437.757194606527;0.0625713881065877;4.89869149588672;1;0;0;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R97K50P0GERh";488839;119635;"Other programs";"RhoneLeman";0.119368898795086;13.4257089581379;-0.664249741716443;2;0.5922582;530.840760612992;0.0493931273898299;3.93270836209596;1;0;0;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R88K14P0GERh";489369;116285;"Other programs";"RhoneLeman";0.0995739656282021;16.4768096754987;-0.590672426247225;1;0.5183544;458.579591357433;0.0210780188253347;1.88389852187963;1;0;0;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"R113K00P0GERh";490614;117520;"Other programs";"RhoneLeman";0.311844640688064;17.2752537813403;-0.475076971242431;1;0.6;509.49699540118;0.0193794016539188;1.74183715824269;1;0;0;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;1;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"R59K19P0GERh";492829;115375;"Other programs";"RhoneLeman";0.204606064785392;14.9034428086085;-0.848233236991501;1;0.6;518.647315179985;0.031925092303089;2.67558834588533;1;0;1;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;1;1;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"R61K62P0GERh";492384;115740;"Other programs";"RhoneLeman";0.227748870980036;16.7715963311862;-0.747583658568792;2;0.6;553.210656381957;0.047333264252644;3.82004169451692;1;0;1;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R64K106P0GERh";491384;116630;"Other programs";"RhoneLeman";0.208988527918138;17.3896120203789;-0.747231929667274;1;0.6;523.307504266009;0.0272074595173874;2.32319549073886;1;0;1;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"R58K2400P0GERh";492284;113720;"Other programs";"RhoneLeman";0.263856167339078;17.0378704531359;-0.722532557300735;2;0.4271844;465.385993029249;0.0389300722644313;3.20525586375145;1;1;1;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;1;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;1;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R74K9P0GERh";490484;113455;"Other programs";"RhoneLeman";0.410986548211029;18.3991347849587;-0.632319352343454;2;0.5904456;487.315125298007;0.0596683930618791;5.97701157177579;1;0;0;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;1;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;1;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R76K99P0GERh";487459;112915;"Other programs";"RhoneLeman";0.361293001579529;18.4297494490481;-0.646302674579415;2;0.563694;445.433349755849;0.0509980840154807;4.15537553360643;1;1;1;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;1;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;1;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R58K86P0GERh";492834;115495;"Other programs";"RhoneLeman";0.193483561680309;17.40932964982;-0.763351405732831;2;0.6;517.989780276923;0.0373516482416194;3.0859272921148;1;0;1;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R58K7P0GERh";492269;114440;"Other programs";"RhoneLeman";0.208573076789538;17.0378704531359;-0.722532557300735;2;0.5980644;538.98195971792;0.0389300722644313;3.20525586375145;1;0;1;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R71K175P0GERh";486359;111650;"Other programs";"RhoneLeman";0.230224307400351;19.4522552539936;-0.692581362637699;2;0.5252394;387.366513909517;0.0493999401920062;4.61124962616759;1;1;0;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;1;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R14K5900P0GERh";505401;118537;"Other programs";"RhoneLeman";0.327067515985553;20.03963448007;-0.553752779216676;2;0.5109678;410.537045481846;0.040804539498155;3.35125461817933;1;1;0;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;1;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R16K11P0GERh";507214;120065;"Other programs";"RhoneLeman";0.195598586002091;17.8406633881972;-0.68656454541753;2;0.3802548;422.809667558617;0.0344287283204643;2.87500664955137;1;1;0;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;1;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R14K557P0GERh";504094;117390;"Other programs";"RhoneLeman";0.331342853406914;20.1196017174212;-0.533672032411636;2;0.569427;433.308181275858;0.0391360564721321;3.22711131843254;1;0;0;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R4K357P0GERh";507959;128740;"Other programs";"RhoneLeman";0.152647900790536;17.1842358618389;-1.13005377270116;1;0.166242;262.481687901222;0.0213530294411758;1.9128439641821;1;1;1;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;1;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;1;NA;NA;0;NA;NA;1;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA
"R7K194P0GERh";505859;125125;"Other programs";"RhoneLeman";0.485473928037211;18.0605373381278;-0.558601658891349;4;0.5866242;536.095427011878;0.122633913513738;14.5643709211764;1;0;0;0;0;0;0;0;NA;0;NA;NA;0;0;0;0;NA;NA;0;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"R7K950P0GERh";506449;124702;"Other programs";"RhoneLeman";0.34496360506596;18.042956113703;-0.561822352196966;2;0.6;585.602585528548;0.0520369095160328;4.16635001487599;1;0;0;1;0;0;1;1;NA;1;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;1;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
"R14K111P0GERh";502969;115070;"Other programs";"RhoneLeman";0.407330703924342;20.239533115955;-0.506765595008359;2;0.6;316.590730812621;0.0367866779364377;3.05182671036085;1;0;0;1;0;0;1;1;NA;0;NA;NA;0;1;0;0;NA;NA;1;NA;0;0;0;0;0;NA;0;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
