"ReachID","X","Y","MonitoringProgram","Watershed","tempmaxC","currentms","orgmicropollTU","saprowqclass","Temp_average","shade","C_P","C_N","Lit_Inp","Chironomidae","Simuliidae","Limoniidae","Baetisrhodani","Baetisalpinus","Empididae","Ceratopogonidae","Elmidae","Nemouramortoni","Baetismuticus","Drususdiscolor","Protonemuralateralis","Athericidae","Gammaridae","Rhyacophilatristis","Planariidae","Leuctrabraueri","Nemouraminima","Hydraenidae","Ecdyonurushelveticus","Sericostoma","Habroleptoidesconfusa","Scirtidae","Brachypterarisi","Sphaeriidae","Blephariceridae","Odontocerumalbicorne","Leuctranigra","Tipulidae","Drususannulatus","Dixidae","Drususbiguttatus","Metanoeaflavipennis","Ecdyonurusvenosus","Habrophlebialauta","Stratiomyidae","Potamophylaxcingulatus","Protonemuraintricata","Centroptilumluteolum","Hydropsychesiltalai","Epeorusassimilis","Baetislutheri","Rhithrogenapicteti","Dugesiidae","Paraleptophlebiasubmarginata","Dytiscidae","Lymnaeidae","Habroleptoidesauberti","Isoperlagrammatica","Capnioneuranemuroides","Melampophylaxmucoreus","Ecclisopteryxmadida","Nemouraflexuosa","Chaetopteryxvillosa","Ephemeradanica","Erpobdellidae","Allogamusauricollis","Serratellaignita","Hydroptila","Glossiphoniidae","Ecdyonurustorrentis","Rhithrogenasemicolorata","Gyrinidae","Caenismacrura","Torleyamajor","Psychomyiapusilla","Hydropsycheincognita","Protonemurameyeri","Baetisvardarensis","Caenisluctuosa","Hydropsycheangustipennis","Gomphidae","Besdolusimhoffi","Cheumatopsychelepida","Micrasemasetiferum","Nemouraavicularis","Ithytrichia","Leuctramajor","Philopotamusludificatus","Metanoearhaetica","Rhithrogenaputhzi","Epeorusalpicola","Protonemuranimborum","Chloroperlasusemicheli","Leuctrahippopus","Hydropsychetenuis","Amphinemurasulcicollis","Cryptothrixnebulicola","Isoperlarivulorum","Rhyacophilapraemorsa","Rhyacophilapubescens","Cordulegastridae","Electrogenaujhelyii","Siphonoperlatorrentium","Sialidae","Nemouramarginata","Rhithrogenaloyolaea","Protonemurabrevistyla","Rhyacophilaintermedia","Rhithrogenaalpestris","Ecdyonuruspicteti","Drususmelanchaetes","Rhithrogenadegrangei","Leuctraschmidi","Dictyogenusalpinus","Drususmuelleri","Rhyacophilaglareosa","Drususnigrescens","Hydropsycheinstabilis","Melampophylaxmelampus","Tinodesunicolor","Potamopyrgusantipodarum","Rhyacophilahirticornis","Thaumaleidae","Rhithrogenagrischuna","Rhyacophilarectispina","Drususalpinus","Isoperlacarbonaria","Catagapetusnigrans","Leuctraarmata"
"451ZHRh",689844,251610,"Other programs","RheinabBS",18.6247652163088,0.318532028151527,-0.600414922372908,3,9.9174664090662,0.3409524,0.0650529495665066,8.0959608181419,214.304308796285,1,1,0,1,0,0,1,1,0,0,NA,NA,0,1,0,0,0,0,1,0,0,0,1,0,0,NA,0,NA,1,0,0,NA,NA,0,0,1,0,NA,0,1,0,1,0,0,0,1,1,NA,0,NA,0,NA,0,NA,0,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177ZHRh",687955,250869,"Other programs","RheinabBS",19.9332727407746,0.333755117985279,-0.630221502829147,2,10.7098504184841,0.405714,0.0394481248577811,4.48130035473627,301.996252820114,1,1,1,1,1,0,1,1,0,1,NA,NA,0,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,NA,1,0,0,NA,NA,1,1,1,0,NA,1,1,0,1,1,1,0,1,1,NA,1,NA,0,NA,0,NA,1,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH146SHRh",681330,291094,"NAWA TREND","RheinabBS",17.1369137236543,0.403815447005089,-0.82333247220219,2,9.31301751858008,0.5961168,0.0348309299430695,2.9878538442116,593.48308683966,1,0,1,1,1,0,1,1,0,1,NA,NA,0,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,NA,1,0,0,NA,NA,1,1,1,0,NA,1,0,0,1,0,1,0,1,1,NA,1,NA,0,NA,0,NA,1,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH147TGRh",740300,274478,"NAWA TREND","RheinabBS",16.6675532558614,0.228556803427804,-0.376767804334011,2,8.90403489789429,0.5384616,0.0366981996083393,3.36116655025518,533.058687633638,1,1,1,1,1,0,1,1,0,1,NA,NA,0,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,NA,1,0,0,NA,NA,1,1,1,0,NA,1,1,0,1,1,1,0,1,1,NA,1,NA,0,NA,0,NA,1,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH148TGRh",741763,268543,"NAWA TREND","RheinabBS",20.2092148485371,0.309937162693571,-0.336354538614016,2,11.0731298276428,0.6,0.0506546882169843,5.76588348345266,546.824723427603,1,0,1,1,1,0,1,1,0,1,NA,NA,0,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,NA,1,0,0,NA,NA,1,1,1,0,NA,1,0,0,1,0,1,0,1,1,NA,1,NA,0,NA,0,NA,1,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH137AGRh",632055,266359,"NAWA TREND","RheinabBS",19.5386095243225,0.512757441842764,-0.762384980991956,2,10.678936029556,0.5884242,0.0296664140925264,2.88761959941918,491.979876701439,1,0,1,1,1,0,1,1,0,1,NA,NA,0,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,NA,1,0,0,NA,NA,1,1,1,0,NA,1,0,0,1,0,1,0,1,1,NA,1,NA,0,NA,0,NA,1,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S402Rh",627088,266023,"Other programs","RheinabBS",19.804582083811,0.553179046938717,-0.494468734835996,1,10.8310373182732,0.354984,0.0229815938659866,2.3510941812468,361.187059094057,1,1,1,1,1,0,1,1,1,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,0,0,NA,1,NA,1,1,1,NA,NA,1,0,1,1,NA,0,1,1,1,1,0,1,0,1,NA,0,NA,1,NA,1,NA,0,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S404Rh",628759,264004,"Other programs","RheinabBS",18.7242934472353,0.567472912444179,-0.458558712667396,2,10.181442960147,0.4032156,0.0297180381425821,3.03064832898179,391.705467477592,1,1,1,1,1,0,1,1,0,1,NA,NA,0,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,NA,1,0,0,NA,NA,1,1,1,0,NA,1,1,0,1,1,1,0,1,1,NA,1,NA,0,NA,0,NA,1,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S405Rh",627773,266268,"Other programs","RheinabBS",18.5589409068145,0.231342700790185,-1.18865729777886,1,10.0076330044639,0.6,0.0218393637379911,1.98439413004629,630.710585437007,1,0,1,1,1,0,1,1,1,1,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,0,NA,1,NA,1,1,1,NA,NA,1,1,1,1,NA,0,0,0,1,0,0,1,1,1,NA,0,NA,1,NA,1,NA,0,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S409Rh",636493,265641,"Other programs","RheinabBS",18.3999124828759,0.511262775022688,-0.708052554284857,2,9.97986550751586,0.6,0.0364678691078485,3.32479476088596,537.561164390333,1,0,1,1,1,0,1,1,0,1,NA,NA,0,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,NA,1,0,0,NA,NA,1,1,1,0,NA,1,0,0,1,0,1,0,1,1,NA,1,NA,0,NA,0,NA,1,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH018VSRh",570614,104466,"NAWA TREND","Rhone",11.9603949644162,1.4399212528855,-1.94254681925364,1,6.81140136939021,0.3114648,0.00444297575884068,0.674919431998326,175.151975204015,1,0,1,1,1,0,1,NA,1,1,0,1,0,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH132VDRh",561082,130535,"NAWA TREND","Rhone",14.8726562033762,0.637651236993693,-1.67187922230466,1,8.19580660236741,0.5519232,0.00535808706465191,0.796912569971206,170.713816027324,1,0,1,1,1,0,1,NA,1,1,0,1,0,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH015VSRh",639626,128790,"NAWA TREND","Rhone",11.7439210900092,0.792595352016017,-2.13662643492825,1,6.72607210043794,0,0.00425762276858788,0.652795013610766,10.9775568026762,1,0,1,1,1,0,1,NA,1,0,0,0,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572131Rh",572310,132000,"BDM","Rhone",8.1025042190969,1.06947352579885,-2.39151632824611,1,4.69716687443496,0.5054664,0.00427869012864779,0.652950861528133,131.779857736245,1,0,1,1,1,0,1,NA,1,1,1,1,0,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554115Rh",555000,115286,"Other programs","Rhone",6.44042585145301,0.417662500674745,-4,1,3.15846224264753,0.4903848,0.00450136304242521,0.676782675532557,255.42568707749,1,0,1,1,1,0,1,NA,1,1,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566131Rh",566591,131000,"BDM","Rhone",10.4100167892016,0.85109848553058,-1.01704893179289,1,5.2641412079655,0.6,0.0039834767973462,0.621355329391528,522.613925995534,1,0,1,1,1,0,1,NA,1,1,0,0,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578131Rh",578513,131995,"BDM","Rhone",9.89413332495294,0.780490445323049,-4,1,5.27587761374759,0.567516,0.00399317424663998,0.622393209589735,32.8728318792399,1,0,1,1,1,0,1,NA,1,1,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596107Rh",596438,108000,"BDM","Rhone",6.18312831505306,1.46289979005514,-3.2840317354131,1,3.99825253638435,0.3297126,0.00379214223796843,0.600877537304667,95.6157146158318,1,0,1,1,1,0,1,NA,1,1,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572099Rh",572572,100018,"BDM","Rhone",7.3007995788075,1.33157466997105,-2.97473346884686,1,4.84478913138186,0.5845164,0.00354254513948735,0.574164132759241,12.0105097729095,1,0,1,1,1,0,1,NA,1,1,0,1,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596123Rh",597000,123965,"Other programs","Rhone",12.8759753310905,0.340019693077894,-0.658516337589481,1,6.71288298734146,0.4393548,0.00992274182556313,1.15830249221979,385.610721478538,1,0,1,1,1,0,1,NA,1,1,0,0,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590115Rh",590000,115013,"BDM","Rhone",8.90511723519381,0.633203284624344,-0.763175466456036,1,4.45233048073512,0.3814698,0.00484065982144837,0.713066881458319,441.588551121367,1,0,1,1,1,0,1,NA,1,0,0,0,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584099Rh",584000,99020,"BDM","Rhone",5.49388039759583,0.867679068737667,-4,1,3.33879684550137,0.6,0.00369633384059745,0.590623537985785,408.675222117022,1,0,1,1,1,0,1,NA,1,1,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554131Rh",554000,131513,"BDM","Rhone",10.1997175589277,0.971774369849745,-4,1,5.28405104196365,0.5730768,0.0042103925268962,0.645641235430012,526.166569984676,1,0,1,1,1,0,1,NA,1,1,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656139Rh",655925,139475,"Other programs","Rhone",6.99252091110969,1.56811582721163,-3.39797258197969,1,3.67437475755912,0.245016,0.00423153813847459,0.647904367813727,3.36633029643657,1,0,1,0,0,0,1,NA,1,0,0,0,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626123Rh",626453,124034,"BDM","Rhone",5.82321078317951,1.33199059818705,-4,1,3.20422057614509,0.5904456,0.00398297499285341,0.621301623212649,2.98745831617565,0,0,1,0,0,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644131Rh",644000,131390,"BDM","Rhone",6.23930472206797,3.54494414948197,-3.66784743427386,1,3.53361788032128,0.1192428,0.00353195042969047,0.573029757459055,74.3999059011523,1,0,1,1,1,0,1,NA,1,1,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620123Rh",620968,123867,"BDM","Rhone",6.88853860163757,2.93565097334065,-3.2840317354131,1,4.39488898696439,0.3541938,0.00379824929408547,0.601531151716168,257.674941853431,1,0,1,1,1,0,1,NA,1,1,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632123Rh",633000,123547,"Other programs","Rhone",7.76244266323442,0.371028569238439,-1.7910646459024,1,3.7558796136593,0.6,0.0037118500569009,0.592284178136055,252.928112552201,1,0,1,1,1,0,1,NA,1,1,1,1,0,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602107Rh",601960,107055,"Other programs","Rhone",5.00751521089676,1.4827067303975,-3.55286988848619,1,2.75747402155681,0.4495176,0.00424805359044414,0.649671952262416,136.635671994296,1,0,1,1,1,0,1,NA,1,1,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602131Rh",602238,132075,"BDM","Rhone",5.48094496843964,1.30839973516032,-3.6576010086138,1,3.43373442299137,0.3409524,0.0038278066096947,0.604694555994307,40.5815430418913,1,0,1,1,1,0,1,NA,1,1,1,1,1,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608131Rh",608751,131939,"BDM","Rhone",5.08811279357909,1.12731084002628,-4,1,2.54575838056863,0.251613,0.00414134239734211,0.638251069214468,2.83848444382817,1,0,1,0,1,0,0,NA,1,0,0,1,0,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
